20,2,7,0,0,12,29,-1
20,3,12,0,0,13,32,-1
17,2,7,0,0,11,29,-1
22,3,9,0,0,17,30,-1
21,1,9,0,0,10,31,-1
19,4,16,0,0,13,31,-1
20,3,10,0,0,15,33,-1
22,1,8,0,0,11,34,-1
20,1,8,0,0,12,26,-1
24,2,9,0,0,11,27,-1
16,1,9,1,0,15,32,-1
15,1,8,0,0,15,34,-1
18,1,8,0,0,19,34,-1
19,2,10,0,0,12,29,-1
18,1,6,0,0,14,28,-1
24,1,6,0,0,11,24,-1
23,1,10,0,0,18,30,-1
21,4,20,0,0,17,31,-1
22,1,7,0,0,14,34,-1
15,1,7,0,0,16,34,-1
18,3,9,0,0,10,30,-1
20,1,8,0,0,18,31,-1
20,3,9,0,0,13,32,-1
26,2,7,0,0,13,30,-1
17,1,5,0,0,10,26,-1
20,3,10,0,0,14,29,-1
16,2,8,0,0,11,30,-1
20,3,13,0,0,17,33,-1
20,3,10,0,0,14,31,-1
24,2,11,0,0,11,30,-1
19,1,9,0,0,18,33,-1
20,1,7,0,0,15,28,-1
21,2,8,0,0,13,34,-1
23,1,8,0,0,17,31,-1
19,1,9,0,0,16,30,-1
17,4,15,0,0,11,29,-1
24,0,4,0,0,10,22,-1
18,3,9,0,0,13,33,-1
20,1,10,1,0,15,31,-1
20,3,12,0,0,13,29,-1
20,1,7,0,0,17,34,-1
19,1,7,0,0,16,30,-1
21,2,9,0,0,13,32,-1
25,2,8,0,0,11,27,-1
21,2,10,0,0,15,29,-1
21,2,8,0,0,17,32,-1
20,1,7,0,0,11,32,-1
19,1,6,0,0,20,32,-1
34,2,7,0,0,4,11,-1
24,1,8,0,0,17,32,-1
42,1,9,0,0,2,7,-1
15,1,7,0,0,12,34,-1
46,1,8,0,0,1,3,-1
44,3,9,0,0,0,1,-1
43,2,7,0,0,2,3,-1
42,1,7,0,0,4,7,-1
45,1,6,0,0,0,3,-1
34,1,6,0,0,3,6,-1
42,4,15,0,0,3,5,-1
45,2,7,0,0,1,2,-1
39,1,7,0,0,3,7,-1
37,3,10,0,0,3,7,-1
34,1,10,0,0,4,10,-1
39,1,6,0,0,1,5,-1
40,3,9,0,0,2,2,-1
41,2,9,0,0,4,6,-1
41,1,6,0,0,1,2,-1
38,1,7,0,0,4,7,-1
39,1,6,0,0,2,6,-1
39,3,10,0,0,0,6,-1
36,1,6,0,0,1,3,-1
46,2,11,0,0,1,1,-1
37,1,9,0,0,6,9,-1
36,2,8,0,0,5,7,-1
38,2,8,0,0,4,6,-1
39,3,9,0,0,1,9,-1
37,4,16,0,0,3,5,-1
39,1,8,0,0,3,6,-1
38,2,8,0,0,6,7,-1
44,3,12,0,0,0,1,-1
35,1,8,0,0,4,7,-1
40,1,8,1,0,1,4,-1
42,1,7,0,0,0,1,-1
40,1,7,0,0,4,7,-1
42,3,10,0,0,3,6,-1
42,1,6,0,0,2,4,-1
43,2,8,0,0,1,4,-1
43,1,8,0,0,3,4,-1
37,1,8,0,0,5,11,-1
42,2,11,1,0,1,2,-1
41,1,6,0,0,2,9,-1
37,2,8,0,0,2,7,-1
39,3,9,0,0,4,8,-1
40,2,8,0,0,3,4,-1
40,2,8,0,0,2,6,-1
41,2,7,0,0,3,7,-1
20,3,10,0,0,12,27,-1
21,0,6,0,0,14,33,-1
20,0,7,0,0,13,30,-1
18,2,8,0,0,12,30,-1
42,1,6,0,0,0,0,-1
39,2,9,0,0,3,9,-1
20,1,11,0,0,13,32,-1
20,1,7,0,0,15,34,-1
40,1,7,0,0,3,6,-1
22,1,8,0,0,17,31,-1
23,4,12,0,0,12,35,-1
22,4,15,1,0,11,32,-1
16,4,15,0,0,16,35,-1
17,1,9,0,0,15,32,-1
22,1,12,0,0,15,35,-1
25,1,6,0,0,11,25,-1
20,1,8,0,0,12,30,-1
18,0,7,0,0,15,29,-1
19,1,7,0,0,20,35,-1
21,1,10,0,0,17,32,-1
19,2,8,0,0,19,32,-1
18,3,12,0,0,11,31,-1
22,1,6,0,0,19,31,-1
42,0,6,0,0,1,4,-1
26,1,9,0,0,13,31,-1
18,2,8,0,0,12,30,-1
20,0,9,0,0,14,30,-1
24,1,9,0,0,12,28,-1
18,2,9,0,0,11,27,-1
20,2,10,0,0,13,33,-1
25,3,9,0,0,12,28,-1
20,1,10,0,0,15,32,-1
21,3,12,0,0,18,34,-1
16,1,7,0,0,16,35,-1
20,1,7,0,0,15,29,-1
19,3,13,0,0,19,34,-1
21,4,15,0,0,13,35,-1
23,3,9,0,0,10,22,-1
23,2,10,0,0,17,32,-1
18,1,6,0,0,14,34,-1
21,1,7,0,0,13,30,-1
19,0,6,0,0,17,31,-1
14,4,12,0,0,12,35,-1
21,0,4,0,0,17,33,-1
24,1,6,0,0,12,31,-1
19,2,8,0,0,17,34,-1
21,2,7,0,0,12,33,-1
16,1,6,0,0,12,31,-1
20,2,9,0,0,20,33,-1
22,3,10,0,0,16,30,-1
22,2,11,0,0,13,33,-1
36,2,8,0,0,3,8,-1
20,3,9,0,0,15,31,-1
20,3,9,0,0,16,31,-1
35,1,7,0,0,4,12,-1
34,3,9,0,0,3,6,-1
24,1,8,0,0,17,33,-1
47,3,9,0,0,1,2,-1
43,1,6,0,0,4,7,-1
